# DAB/DAB+ Automotive Audio Decoder Test Harness Execution Log
# Input: english_dab_plus.au | Codec: HE-AAC v2 | Sample Rate: 48000 Hz
# Frame	AU_Len	AU_Status	Conceal_Mode	Mute_State	Gain_Q15	Quality	Trigger	Samples
381	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
382	362	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
383	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
384	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
385	362	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
386	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
387	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
388	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
389	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
390	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
391	362	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
392	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
393	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
394	362	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
395	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
396	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
397	362	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
398	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
399	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
400	362	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
401	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
402	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
403	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
404	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
405	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
406	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
407	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
408	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
409	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
410	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
411	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
412	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
413	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
414	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
415	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
416	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
417	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
418	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
419	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
420	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
421	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
422	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
423	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
424	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
425	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
426	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
427	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
428	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
429	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
430	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
431	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
432	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
433	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
434	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
435	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
436	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
437	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
438	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
439	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
440	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
441	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
442	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
443	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
444	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
445	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
446	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
447	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
448	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
449	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
450	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
451	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
452	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
453	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
454	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
455	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
456	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
457	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
458	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
459	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
460	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
461	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
462	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
463	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
464	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
465	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
466	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
467	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
468	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
469	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
470	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
471	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
472	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
473	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
474	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
475	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
476	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
477	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
478	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
479	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
480	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
481	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
482	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
483	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
484	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
485	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
486	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
487	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
488	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
489	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
490	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
491	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
492	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
493	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
494	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
495	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
496	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
497	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
498	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
499	364	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
500	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
501	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
502	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
503	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
504	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
505	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
506	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
507	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
508	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
509	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
510	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
511	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
512	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
513	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
514	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
515	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
516	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
517	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
518	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
519	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
520	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
521	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
522	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
523	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
524	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
525	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
526	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
527	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
528	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
529	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
530	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
531	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
532	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
533	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
534	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
535	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
536	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
537	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
538	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
539	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
540	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
541	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
542	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
543	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
544	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
545	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
546	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
547	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
548	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
549	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
550	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
551	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
552	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
553	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
554	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
555	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
556	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
557	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
558	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
559	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
560	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
561	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
562	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
563	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
564	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
565	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
566	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
567	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
568	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
569	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
570	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
571	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
572	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
573	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
574	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
575	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
576	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
577	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
578	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
579	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
580	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
581	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
582	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
583	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
584	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
585	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
586	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
587	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
588	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
589	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
590	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
591	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
592	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
593	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
594	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
595	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
596	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
597	356	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
598	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
599	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
600	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
601	362	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
602	375	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
603	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
604	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
605	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
606	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
607	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
608	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
609	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
610	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
611	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
612	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
613	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
614	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
615	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
616	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
617	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
618	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
619	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
620	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
621	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
622	364	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
623	373	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
624	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
625	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
626	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
627	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
628	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
629	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
630	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
631	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
632	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
633	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
634	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
635	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
636	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
637	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
638	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
639	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
640	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
641	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
642	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
643	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
644	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
645	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
646	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
647	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
648	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
649	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
650	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
651	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
652	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
653	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
654	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
655	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
656	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
657	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
658	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
659	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
660	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
661	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
662	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
663	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
664	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
665	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
666	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
667	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
668	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
669	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
670	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
671	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
672	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
673	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
674	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
675	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
676	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
677	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
678	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
679	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
680	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
681	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
682	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
683	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
684	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
685	364	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
686	373	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
687	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
688	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
689	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
690	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
691	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
692	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
693	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
694	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
695	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
696	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
697	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
698	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
699	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
700	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
701	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
702	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
703	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
704	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
705	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
706	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
707	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
708	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
709	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
710	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
711	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
712	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
713	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
714	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
715	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
716	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
717	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
718	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
719	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
720	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
721	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
722	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
723	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
724	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
725	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
726	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
727	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
728	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
729	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
730	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
731	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
732	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
733	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
734	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
735	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
736	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
737	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
738	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
739	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
740	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
741	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
742	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
743	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
744	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
745	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
746	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
747	357	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
748	363	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
749	374	CRC_ERR	MUTED	SUSTAIN	0	0	0b10	960
